"","batch","cell_type","individual_id","sex","age","Residuals"
"7906764",0,0.975701916157924,0.000790487031703309,1.18151739815028e-10,5.33485263096729e-05,0.0234542481659116
"7906767",9.37921679267341e-05,0.969661861622307,4.23006845063494e-10,0.000104229763583143,5.8829794681359e-06,0.0301342330437078
"7906775",0,0.868967358695252,0.00480455068609857,9.13665785135634e-13,7.64088235211025e-06,0.126220449735384
"7906786",0.00265068749791397,0.0565244748509443,0.0259754392344779,1.39475506356359e-12,0.000193341474399108,0.91465605694087
"7906797",0,0.714347106159236,0.00195149260459687,1.03707367595498e-12,0.00209552727802417,0.281605873957106
"7906810",0,0.424383992348452,0.128804249276857,1.83603671767443e-13,0.000141170681446817,0.44667058769306
"7906819",0,0.707345061133379,0.115515756454918,4.85071866351806e-11,1.5839450063933e-07,0.177139023968695
"7906838",1.92738002858558e-10,0.146802882680299,0.0560810620806725,4.89020472779875e-11,0.000987712709976773,0.796128342287412
"7906852",0,0.11830642905775,0.165112794755151,1.26527304709264e-10,0.000166788112530955,0.716413987948041
"7906863",3.04472537179821e-10,0.456732008548682,0.0417708102714746,1.65060940765573e-11,0.00504919995649838,0.496447980902366
"7906878",1.07230382656035e-11,0.720380991789455,0.0081551120308398,2.44376045966146e-12,0.00181186337527519,0.269652032791263
"7906900",0,0.247866550375687,0.0141994404801002,3.75857126193956e-12,0.000167738138433846,0.73776627100202
"7906904",3.23110920399399e-13,0.0207550582659648,0.326941835637623,4.47785074843478e-11,0.00246588700011995,0.64983721905119
"7906919",0,0.394671553110384,0.0374618796111095,1.01700886450945e-10,0.000108459705651415,0.567758107471154
"7906930",0,0,0,0,0.0011781175420189,0.998821882457981
"7906954",6.35273472563853e-11,0.102369938060398,0.0943170615527947,3.61326705519293e-11,0.000942685358297637,0.802370314928849
"7906973",0,0.595348821513467,0.0324927478369577,1.21836662868441e-13,1.6523886225328e-05,0.372141906763228
"7906978",0,0.685093319298984,0.0902216652578169,3.18897076719668e-11,0.0031400590846354,0.221544956326674
"7906988",6.01769284218943e-09,0.0944969044965698,4.21812340517701e-09,3.66391429999824e-11,0.000138365216571146,0.905364720014404
"7906995",0,0.9659116099097,0.0031879207941534,2.06435030716271e-11,0.00012566690993449,0.0307748023655682
"7907012",4.328158688615e-12,0.484728621268884,0.0614123122968887,1.27789086114694e-11,2.8259952021743e-05,0.453830806465098
"7907024",0,0.771112955354437,0.0596528364520627,7.23302044717671e-14,0.000399850505825772,0.168834357687602
"7907032",0,0.583704336484262,0.034150131689931,3.68801491674111e-10,0.00069402367694382,0.381451507780062
"7907053",0,0.441703901360911,0.0749542693914479,1.16808996405709e-12,4.17316106069872e-05,0.483300097635866
"7907058",4.9974069696456e-05,0.394298105631864,0.14186940043488,2.40359386094797e-13,6.47685398235457e-05,0.463717751323496
"7907079",0,0.900439924904762,0.0172215675014218,5.11864170774066e-14,0.000578119912603372,0.0817603876811614
"7907090",0,0.257251734147809,0.258589534869814,9.69252098687256e-11,0.00260878587385721,0.481549945011594
"7907092",0,0.970356636595535,0.0053753383850904,1.827051848669e-13,0.000111756863685766,0.0241562681555063
